Organization,Branch,street_1,street_2,city,zip,phone,website,latitude,longitude,flag_saf,flag_mhf,flag_mc,flag_md,flag_np_ss,flag_pi,flag_gl,flag_vet,flag_pw,flag_hv,flag_dv,flag_chld,flag_yad,flag_adlt,flag_snr,flag_si,filter_military,filter_inpatient_svc,filter_residential_pgm
Brooklyn Center for,Psychotherapy Inc,300 Flatbush Avenue,,Brooklyn,11217,718-622-2000,http://www.bcp300.com/,40.678226,-73.973604,,1,,1,1,1,,,,,,1,1,1,1,1,,,
Brooklyn Community Services,,285 Schermerhorn Street,,Brooklyn,11217,718-310-5752,http://www.wearebcs.org,40.687811,-73.982692,,,1,1,1,,,,,,1,,1,1,1,,,,
Brownsville Community Development Corp,Brownsville Community Residential Ctr,657-663 East 98th Street,,Brooklyn,11212,718-345-8605,,40.653686,-73.909928,1,,1,1,1,1,,,,1,1,,,1,1,,,,1
CCNS Flatbush Addiction,Treatment Center,1463 Flatbush Avenue,,Brooklyn,11210,718-951-9009,http://www.ccbq.org,40.634721,-73.949628,1,,,1,1,1,,,,,,,,1,1,1,,,
Callen Lorde Community Health Center,Mental Health Clinic,356 West 18th Street,,New York,10011,212-271-7200,http://www.callen-lorde.org,40.742986,-74.003163,,,1,1,1,1,1,,,1,1,1,1,1,1,1,,,
Camelot of Staten Island Inc,CD Outpatient Program,263 Port Richmond Avenue,,Staten Island,10302,718-981-8117,http://www.camelotcounseling.com,40.634883,-74.135406,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Camelot of Staten Island Inc,Drug Free Residential,460 Brielle Avenue,Building H,Staten Island,10314,718-816-6589,http://www.camelotcounseling.com,40.593841,-74.135256,1,,,1,1,,,,,1,,,1,1,1,,,,1
Canarsie Aware,Outpatient Treatment,1285 Rockaway Avenue,,Brooklyn,11236,718-257-3195-206,,40.648124,-73.904802,,1,,1,1,,,,1,,1,,,1,1,,,,
Carnegie Hill Institute Inc,Substance Abuse Treatment,116 East 92nd Street,,New York,10128,212-289-7166,http://www.carnegiehill.com,40.783481,-73.953819,,,,1,,1,1,1,,1,1,,1,1,1,,1,,
Catholic Charities Neighborhood Servs,Rockaway Mental Health Services,1847 Mott Avenue,,Far Rockaway,11691,718-337-6800,,40.603255,-73.751432,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Charles Waldo MaClean Espiscopal,Nursing Home,17-11 Brook Haven Avenue,,Far Rockaway,11691,718-869-8004,,40.600464,-73.752093,,1,1,1,1,1,,,,,,,,1,1,1,,,1
Child Center of NY Inc,Jamaica Clinic,Ground Floor,2nd Floor,Jamaica,11432,718-657-7100,http://www.childcenter.org,40.705064,-73.798413,,1,,1,1,1,1,,,1,1,1,1,,,,,,
Child Center of NY Inc,Prevention Program,8956 162nd Street,3rd Floor,Jamaica,11432,718-297-8000-229,http://www.childcenterny.org/,40.705064,-73.798413,1,,,1,1,1,1,,,1,1,1,1,1,1,1,,,
Child Center of NY Inc,South Jamaica Clinic,115-15 Sutphin Boulevard,,Jamaica,11434,718-659-4000-0,http://www.childcenterny.org/,40.684485,-73.79228,1,,,1,1,1,,,,,1,1,1,1,,,,,
Child Center of NY Inc,The Asian Outreach Program OP,81-14 Queens Boulevard,Ground Floor,Elmhurst,11373,718-899-9810-200,http://www.childcenterny.org,40.737222,-73.881749,,,,1,1,1,,,,,,1,,,,1,,,
Child Center of NY Inc,The Asian Outreach Program OP,81-14 Queens Boulevard,,Elmhurst,11373,718-899-9810x200,http://www.childcenterny.org,40.737222,-73.881749,,,,1,1,1,,,,,,1,,,,1,,,
Child Center of NY Inc,The Child Center of NY/Flushing Clinic,140-15B Sanford Avenue,Floor 2,Flushing,11355,718-358-8288x209,http://www.childcenterny.org,40.758474,-73.822133,,1,,1,1,1,,,,,1,1,1,1,,1,,,
Child Center of NY Inc,Woodside Clinic,6714 41st Avenue,,Woodside,11377,718-458-4243-100,,40.744277,-73.897211,,1,,1,1,1,1,,,1,,1,1,,,1,,,
Childrens Aid Society,(CAS) School Based Clinic IS 218,4600 Broadway,IS218,New York,10040,212-569-2859,http://childrensaidsociety.org,40.86082,-73.930066,,1,,1,,,1,,,,1,1,1,,,,,,
Childrens Aid Society Inc,Dunlevy Milbank Center,14-32 West 118th Street,,New York,10026,212-369-8339,,40.802378,-73.946823,,,1,1,,1,1,,,,,1,1,,,,1,,
Community Health Action of,Staten Island,56 Bay Street,6th Floor,Staten Island,10301,718-808-1439,http://www.chasiny.org,40.6407423,-74.07575113,1,1,,1,1,1,1,,1,1,,1,1,1,1,,1,,
Counseling Services of EDNY,,175 Remsen Street,Suite 900,Brooklyn,11201,718-858-6631,http://www.csedny.org,40.693496,-73.99137,1,1,1,1,,1,,,,,,,1,1,1,1,,,
Counseling Services of NY LLC/CD OP,,911 Walton Avenue,Suite 1-B,Bronx,10452,718-590-1790,http://csofny.com,40.82833,-73.92381,1,,,1,1,1,1,1,,1,1,,1,1,1,,1,,
Creedmoor Addiction Treatment Center,Addiction Inpatient Rehab Program,80-45 Winchester Boulevard,Building 19-CBU-15,Queens Village,11427,718-264-3740,http://www.oasas.ny.gov/atc/creedmoor/index.cfm,40.741499,-73.730402,1,1,1,1,1,1,1,1,,,,,1,1,1,1,1,,1
Cumberland Diagnostic and Trt Center,Division of Psychiatry,100 North Portland Avenue,,Brooklyn,11205,718-260-7640,http://www.hhc.org,40.69491936,-73.97615332,1,,1,1,1,1,,,1,1,1,,1,1,1,1,,,
Cumberland Diagnostic/Treatment Center,Psychiatry Department,100 North Portland Avenue,,Brooklyn,11205,,,40.695075,-73.97656,1,1,1,1,1,1,,,1,1,1,,1,1,1,1,,,
Cyler House Behavioral Health Clinic,Housing Works Mental Health Clinic,743-749 East 9th Street,,New York,10009,212-677-7999-4202,http://www.housingworks.org,40.724584,-73.97603,,1,1,1,,1,1,,,,,,1,1,1,,,,
Elmhurst Hospital Center,Alcoholism Outpatient Clinic,7901 Broadway,Comm Medical Ctr H Bldg Room H3-117,Elmhurst,11373,718-334-3987,,40.744621,-73.8862,1,,1,1,,1,,,1,1,1,,1,1,,1,,,
Elmhurst Hospital Center,Opiate Dependency Treatment Services,7901 Broadway,Annex O 2nd Floor Elmhurst Hospital,Elmhurst,11373,718-334-3190,,40.743913,-73.884905,1,,1,1,,1,,,1,1,1,,1,1,,1,,,
Elmhurst Hospital Center,,7901 Broadway Street,,Elmhurst,11373,718-334-4000,,40.733798,-73.872167,,,1,1,,1,,,,,,1,1,1,1,,,1,
Episcopal Health Services Inc,Saint Johns Episcopal Hosp Day Trt Prg,19-08 Brookhaven Avenue,Saint Johns Community Mental Health,Far Rockaway,11691,718-869-8400,,40.59931,-73.752784,,1,1,1,,,,,,,,,1,1,1,,,,
Esperanza Basic PROS,,915 Westchester Avenue,,Bronx,10457,646-224-9300x6303,,40.822187,-73.898259,,1,1,1,,,,,,,,,1,1,1,1,,,
Exponents Inc,Outpatient Drug Abuse Clinic,2 Washington Street,4th Floor,New York,10004,212-243-3434,http://www.exponents.org,40.70566,-74.015563,1,,,1,1,,,,,1,1,,1,1,1,,,,
FEDCAP Rehabilitation Services Inc,FEDCAP Behavioral Health Servivces,1011 Washington Avenue,,Bronx,10456,718-585-4205,http://www.fedcap.org,40.826407,-73.909949,,1,1,1,,1,,1,,,,,1,1,1,,1,,
FEGS,Hon Caroline K Simon CCs/Bronx Clinic,3600 Jerome Avenue,,Bronx,10467,718-881-7600,http://www.fegs.org,40.885588,-73.878889,,1,1,1,,,,,,,,1,1,1,1,1,,,
FEGS,South Bronx Counseling Center,412-424 East 147th Street,4th Floor,Bronx,10455,646-393-9680,http://fegs.org,40.814123,-73.917403,1,1,1,1,1,,1,,,,,1,1,1,1,1,,,
Federation Employment Guidance Service,Hon Caroline K Simon CCs/Rego Park Cl,97-77 Queens Boulevard,,Rego Park,11374,718-896-9090,http://www.fegs.org,40.729156,-73.858442,,1,1,1,1,1,,,,,,1,1,1,1,,,,
Federation Employment/Guidance Servs,FEGS Burnside Residence,265 East Burnside Avenue,,Bronx,10457,718-583-7589,http://www.fegs.org,40.851593,-73.902068,,1,,,,,,,,,,,,1,1,,,,1
Fifth Avenue Counseling Center Inc,,50 West 23rd Street,9th Floor,New York,10010,212-989-2990,http://www.tfacc.org,40.742214,-73.991797,,1,1,1,1,1,,,1,,1,1,1,1,1,1,,,
Fordham/Tremont CMHC,,2021 Grand Concourse,Suite 710,Bronx,10453,718-960-3348,http://www.fordhamtremont.org/,40.851957,-73.904595,1,1,1,1,,1,,1,,,,1,1,1,1,1,1,,
Fordham/Tremont CMHC,,260 East 188th Street,Floors 2 and 4,Bronx,10458,718-960-3348,,40.860745,-73.895899,1,1,1,1,,1,,,,,,1,1,1,1,,,,
Fountain House Inc,Wanaque Residence,425 W. 47th Street,,New York,10036,212-582-0340,,40.761597,-73.989769,,1,1,1,,,,,,,,,1,1,1,,,,1
Franklin House IR,,1064 Franklin Avenue,1st - 5th Floors,Bronx,10456,718-764-1541,http://www.acacianetwork.org,40.82692,-73.906899,1,,,,1,1,,,1,1,,,1,1,1,,,,1
Freedom Institute Inc,Alcoholism Outpatient Clinic,515 Madison Avenue,21st Floor,New York,10022,212-838-0044,http://www.freedominstitute.org,40.759619,-73.973941,1,,,,,1,,,,,,1,1,1,,,,,
Goodwill Industries of Greater NY,PROS Rebound,421 27th Avenue,,Astoria,11102,718-777-6311,http://www.goodwillnynj.org/,40.77432,-73.93286,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,,
Gracie Square Hospital Inc,Inpatient Dual Focus,420 East 76th Street,,New York,10021,212-988-4400,http://www.nygsh.org,40.769782,-73.952854,,1,1,1,1,1,,,,1,1,,1,1,1,1,,1,
Graham/Windham Servs Families Children,Manhattan Mental Health Center,274 West 145th Street,Floor 2,New York,10039,212-368-4100 x7120,http://graham-windham.org,40.822637,-73.941405,,1,,1,1,1,,,,,,1,1,,,,1,,
Greenhope Services for Women Inc IR,,435-439 East 119th Street,1st-8th Floors,New York,10035,212-996-8633-1701,http://www.greenhope.org,40.797437,-73.932589,1,1,1,,1,1,1,1,1,1,1,,,1,1,1,1,,1
HELP PSI Inc,,803 Sterling Place,,Brooklyn,11216,718-681-8700-6204,http://www.helppsi.org,40.672721,-73.951751,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,
HELP/PSI Services Corporation,Bronx Health Center,1543-1545 Inwood Avenue,,Bronx,10452,718-681-8700,http://www.helppsi.org,40.844161,-73.916634,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,
HHC/Bellevue Hospital,CD/OP Clinic,462 1st Avenue and 27th Street,Administration Bldg 2nd Floor Room 201,New York,10016,212-562-4487,http://www.med.nyu.edu/substanceabuse,40.739396,-73.976695,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
HHC/Bellevue Hospital,Opiate Treatment Program,462 1st Avenue and 27th Street,Administration Building 4th Floor,New York,10016,212-562-3201,,40.739418,-73.9767,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
HHC/Metropolitan Hospital Center,Medically Managed Detoxification Unit,1901 1st Avenue,Ward 6 South,New York,10029,212-423-7121,http://www.nychhc.org,40.785195,-73.946274,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,,1,
Hamilton Madison House Inc,Asian American Behavioral Health Servs,253 South Street,,New York,10002,212-720-4520,http://www.hamiltonmadisonhouse.org/,40.71015,-73.990403,,,1,1,,1,,,,,,1,1,1,1,1,,,
Hands Across Long Island,Jamaica PROS,163-18 Jamaica Avenue,Suite 601,Jamaica,11432,718-206-0888,http://www.hali88.org,40.704787,-73.796335,,,,1,,1,1,,,1,,,1,1,1,,,,
Harlem East Life Plan (HELP),Alcoholism Outpatient Clinic,2367-69 2nd Avenue,1st and 3rd Floors,New York,10035,212-876-2300,http://www.harlemeastlifeplan.com,40.800532,-73.935394,1,,,1,,,,,1,,1,1,1,1,,,,,
Harlem Hospital Center,Behavioral Health,506 Lenox Avenue,,New York,10037,212-939-1000,,40.814764,-73.940296,,1,1,1,,1,1,1,,1,,,1,1,1,1,1,1,
Harlem Hospital Center,Chem Dep Med Supervised Detox Unit,506 Lenox Avenue 135th Street,9TH FLOOR,New York,10037,212-939-3150,http://www.ci.nyc.ny.us/html/hhc/home.html,40.812167,-73.936246,1,,1,1,1,1,,,,,,,1,1,1,1,,1,
Harlem Hospital Center,Chemical Dependency Outpatient Service,22-44 West 137th Street,Women Pavillion Bldg (WP BLDG) 4th Fl,New York,10037,212-939-3030,http://www.nyc.gov/html/hhc/html/facilities/harlem.shtml,40.814896,-73.938703,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Hazelden/New York OP,,322 8th Avenue,12th Floor,New York,10001,212-420-9520,http://www.hazeldenbettyford.org/treatment/locations/chelsea,40.747253,-73.996689,1,,,,1,1,,,,,,,1,1,1,,,,
Housing Plus Solutions Inc,,755 Liberty Avenue,,Brooklyn,11208,347-529-2403,,40.676773,-73.881738,1,1,,,,,,1,,1,1,,1,1,1,,1,,
Hudson Guild Counseling Service,Hudson Guild Paula B Balser Csl Servs,441 West 26th Street,,New York,10001,212-760-9822,http://www.hudsonguild.org,40.749481,-74.001582,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
ICL Inc,Halsey House,1225 Halsey Street,,Brooklyn,11237,718-386-9224,http://www.iclinc.net,40.693699,-73.907745,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1
ICL Walit,,415-417  State Street,Suite 417,Brooklyn,11217,718-625-4635,http://www.iclinc.org,40.686927,-73.982527,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1
Institute for Community Living Inc,Central Brooklyn ACT Team,2384 Atlantic Avenue,Fourth Floor,Brooklyn,11233,718-495-0920-20607,http://iclinc.org,40.675724,-73.90581,,1,1,1,,1,,,,,,,1,1,1,1,,,
Institute for Community Living Inc,Child and Family Division Services,2581 Atlantic Avenue,,Brooklyn,11207,718-290-8100,http://iclinc.net,40.675848,-73.899109,1,1,1,1,1,,1,,,,,1,1,1,1,,,,
Institute for Community Living Inc,ICL Rockaway Parkway Center,1310 Rockaway Parkway,,Brooklyn,11236,718-272-3000,http://www.iclinc.net/,40.631437,-73.887138,,1,1,1,1,,,,,,,1,1,1,1,1,,,
Institute for Community Living Inc,Lewis Avenue,44 Lewis Avenue,,Brooklyn,11206,718-452-6714-37001,,40.696385,-73.938032,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,1,,1
Institute for Community Living Inc,PROS,2384 Atlantic Avenue,,Brooklyn,11233,718-272-6074-2154,http://iclinc.net,40.675724,-73.90581,,1,1,1,,,,,,,,,1,1,1,,,,
Institute for Family Health,Center for Counseling at North General,1824 Madison Avenue,,New York,10035,212-423-4200,http://www.institute2000.org,40.80326,-73.941698,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,,,
Inter Care Ltd,Chemical Dependency Outpatient,51 East 25th Street,Lower Level,New York,10010,212-532-0303,http://www.inter-care.com,40.7417847,-73.98627566,1,,,1,1,1,1,,1,1,,,1,1,1,,,,
Interborough Developmental and,Consultation Center Inc,1623 Kings Highway,,Brooklyn,11229,718-375-1200,http://www.interborough.org,40.609704,-73.95674,,1,1,1,,1,1,1,,1,,1,1,1,1,1,1,,
Interborough Developmental and,Consultation Ctr Inc/Canarsie Csl Ctr,9413 Flatlands Avenue,,Brooklyn,11236,718-272-1600,http://www.interborough.org,40.642495,-73.903076,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Interborough Develpomental and,Consultation Ctr/Williamsburg Clinic,790 Broadway,,Brooklyn,11211,718-388-5176,http://www.interborough.org,40.711981,-73.940661,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Interfaith Medical Center,Chemical Dependency Outpatient Servs,1545 Atlantic Avenue,3rd Floor,Brooklyn,11213,718-613-4450,http://www.interfaithmedical.com,40.67789511,-73.93749444,1,1,1,1,1,1,,,,,,,1,1,1,1,,,
Interfaith Medical Center,Substance Abuse Rehabilitation,1545 Atlantic Avenue,,Brooklyn,11206,718-613-4330,http://www.interfaithmedical.com,40.678221,-73.937553,1,1,1,1,1,1,,,,,,,1,1,1,,,1,
Interline EAP Program OP,,148-41 Hillside Avenue,Suite A,Jamaica,11435,718-206-1368,http://www.interlinetreatment.com,40.706599,-73.807667,1,,,1,1,1,,,,,1,,1,1,1,,,,
Inwood Community Services Inc OP,,651 Academy Street,3rd Floor,New York,10034,212-942-0043x132,http://www.inwoodcs.org,40.866027,-73.924709,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,
JBFCS,Dr Eugene D Glynn/Manhattan North Cnty,5030 Broadway,Suite 201,New York,10034,212-795-9888,,40.868961,-73.916703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,
Jewish Board of Family/Childrens Servs,Bay Ridge Counseling Center,9201 Fourth Avenue,2nd Floor,Brooklyn,11209,718-238-6444,,40.617715,-74.036577,1,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,Brooklyn REAL PROS,2020 Coney Island Avenue,,Brooklyn,11223,718-676-4260,http://www.jbfcs.org/programs.php?id=329,40.608036,-73.962354,,1,,1,1,,,,,,,,1,1,1,,,,
Jewish Board of Family/Childrens Servs,Child Development and Learning Ctr,34 West 139th Street,Ground Floor,New York,10037,212-690-7234,,40.815591,-73.937049,,1,,1,1,1,,,,,,1,,,,1,,,
Jewish Board of Family/Childrens Servs,Coney Island REAL PROS,2928 West 36th Street,2nd Floor,Brooklyn,11224,718-372-3300-840202,http://jbfcs.org,40.574336,-74.001837,,1,1,1,1,1,1,,,,,1,1,1,1,1,,,
Jewish Board of Family/Childrens Servs,Manhattan Day Treatment Center,610 East 12th Street,,New York,10009,212-375-0163,http://jbfcs.org,40.727726,-73.978382,,1,,1,1,,,,,,1,1,,,,,,,
Jewish Board of Family/Childrens Servs,West Side School Day Treatment,317 West 52nd Street,,New York,10019,212-757-1207,http://jbfcs.org,40.763893,-73.9858,,1,,1,,,,,,,,1,1,1,,,,,
John David Center,Serendipity 1- Mens Rehabilitation,2071 Fulton Street,,Brooklyn,11233,718-398-0096,http://www.staynout.org,40.678556,-73.910118,1,1,1,1,,,1,1,,,1,,1,1,1,,1,,1
LI Jewish Med Ctr Zucker Hillside Div,VESID Supported Employment,20507 Hillside Avenue,Suites 20-23,Hollis,11423,718-264-1789-10107,,40.721298,-73.759822,,1,1,1,1,1,,,,,,,1,1,1,,,,
LIGHTHOUSE GUILD,,15 West 65th Street,,New York,10023,212-769-6263,http://lighthouseguild.org,40.772534,-73.980382,,1,1,1,,1,,,,,,,1,1,1,1,,,
League School,Joan Fenichel Therapeutic Nursery,470 Vanderbilt Avenue,3rd Floor,Brooklyn,11238,718-643-5300,http://www.leaguecenter.org,40.683077,-73.96802,,1,,1,1,1,,,,,,1,1,1,1,,,,
Lenox Hill Hospital,Behavioral Health,100 East 77th Street,8Uris,New York,10075,212-434-2000,http://www.lenoxhillhospital.org/,40.773881,-73.960774,,1,1,1,1,1,,,,,,1,1,1,1,1,,1,
Lexington Center for,Mental Health Services Inc,26-26 75th Street,,East Elmhurst,11370,718-350-3143,http://www.lexnyc.org,40.761463,-73.893538,,1,1,1,1,1,1,,,,,1,1,1,1,1,,,
Lifespire Inc,Lifespire Span Clinic Treatment Prog,18410 Jamaica Avenue,5th Floor,Hollis,11423,718-454-6940,,40.7089,-73.774585,,1,1,,,,,,,,,,1,1,1,1,,,
Lincoln Medical and MH Center,Lincoln Recovery Center,545 East 142nd Street,,Bronx,10454,718-579-4004,,40.810161,-73.915898,1,,1,1,1,1,,,,,,,1,1,1,1,,,
Lower Eastside Serv Ctr SuCasa M IR,,7 Gouverneur Slip East,,New York,10002,212-566-3513,http://www.lesc.org,40.710978,-73.983033,1,,1,1,,1,,,1,,,,1,1,1,,,,1
Lower Eastside Service Center,Clinic III OTP 1,46 East Broadway,4th and 5th Floors,New York,10002,212-343-3551,http://www.lesc.org,40.713815,-73.995871,1,,,1,1,,1,,,,,,1,1,,,,,
Lutheran Medical Center,,6025 60th Street,1st Floor,Brooklyn,11220,718-630-7991,http://www.lutheranhealthcare.org,40.638817,-74.015061,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,
MONTEFIORE WELLNESS AT MELROSE,,260 East 161st Street,Level B,Bronx,10451,718-993-3397,http://www.einstein.yu.edu/departments/psychiatry-behavioral-sciences/dosa.aspx?id=4708,40.825606,-73.91897,1,,,1,1,1,,,1,1,,,1,1,,1,,,
MORRIS L BLACK,,2795 Richmond Avenue,,Staten Island,10314,718-761-9800,http://www.jbfcs.org,40.577122,-74.171593,,1,1,1,,1,,,,,,1,1,1,1,1,,,
Metropolitan Center for Mental Health,CD/OP Clinic/Families/Ind in Recovery,1090 Saint Nicholas Avenue,Corner of West 165th Street 1st Floor,New York,10032,212-543-0777,http://www.metropolitancenter.com,40.838127,-73.939478,,,1,1,1,1,,,,,,1,1,1,1,1,,,
Montefiore Medical Center,Child and Adolescent Outpatient,3340 Bainbridge Avenue,,Bronx,10467,718-920-4653,,40.879072,-73.878746,,1,,1,1,,,,,,,1,1,,,1,,,
Montefiore Medical Center,Wakefield Div Child Psyc Clinic,4141 Carpenter Avenue,,Bronx,10466,718-920-9394,,40.891864,-73.86166,,1,1,,1,1,,,,,,1,1,,,,,,
Montefiore Wakefield Division,Montefiore Wakefield MH Clinic,4401 Bronx Boulevard,,Bronx,10470,718-304-7000,http://www.montefiore.org,40.900594,-73.857643,,,1,1,1,1,,1,1,,,,1,1,,1,1,,
Mount Sinai,Addiction Institute of NY OTP,1000 10th Avenue,Suite 8C-02,New York,10019,212-523-6491,http://www.addictioninstituteny.org,40.769732,-73.98732,1,,1,1,1,1,1,,,1,,,1,1,1,1,1,1,
Mount Sinai,Ctr for Intensive Trt of Person Dis,1000 10th Avenue,6th Floor,New York,10019,212-523-7590,,40.769971,-73.987281,,,1,1,,1,1,1,,1,,1,1,1,1,1,1,1,
Mount Sinai,The Addiction Institute/Outpt Clinic,1000 10th Avenue,Winston Building 8th Floor,New York,10019,212-523-6491,http://WWW.AddictionInstituteNY.org,40.769732,-73.98732,1,,1,1,,1,1,,,,,,,1,,,,,
Mount Sinai Medical Center,Adoles Health Ctr/Mental Hlth Clinic,312 East 94th Street,Suite 320,New York,10128,212-423-2900,,40.782606,-73.94724,,,1,,1,1,1,1,1,1,,1,1,1,,1,1,,
Mount Sinai Medical Center,Child & Adolescent and Family Services,1 Gustave L Levy Place,Box 1228,New York,10029,212-241-7175,,40.790058,-73.95386,,1,,1,1,1,1,,,,,1,1,1,,1,,,
Mount Sinai Medical Center,Psychiatric Continuing Day Treatment,1 Gustave L Levy Place,Box 1268,New York,10029,212-241-6111,,40.790058,-73.95386,1,1,1,1,,,,,,,,,1,1,1,,,,
Mount Sinai West,Addiction Institute/Halfway House,306 West 102nd Street,,New York,10025,212-678-6329,http://www.addictioninstituteny.org,40.79914463,-73.97049109,1,,,,,,,,,,,,1,1,1,,,,1
Mount Sinai West,The Addiction Institute of NY/Day Trt,411 West 114th Street,4th FLoor,New York,10025,212-280-0100,http://www.AddictionInstituteNY.org,40.8053,-73.960917,1,1,1,1,,1,,,,,,,1,1,1,,,,
Mount Sinai West,The Addiction Institute of NY/OP,411 West 114th Street,4th Floor,New York,10025,212-280-0100,http://www.AddictionInstituteNY.org,40.8053,-73.960917,1,1,1,1,,1,,,,,,,1,1,1,,,,
NY Psychotherapy Counseling,Sanford Home for Adults Clinic,140-40 Sanford Avenue,,Flushing,11355,718-939-7160,http://www.nypcc.org,40.757298,-73.825586,,1,1,1,1,,,,,,,,,1,1,,,,
NY Psychotherapy Counseling Sanford,Surf Manor,2316 Surf Avenue,,Brooklyn,11224,718-946-1919,http://www.nypcc.org,40.573521,-73.990102,,1,1,1,1,,,,,,,,1,1,1,,,,
NYC/HHC Bellevue Hospital Center,ACT Program,462 First Avenue,Buildings C and D 2nd Floor,New York,10016,212-562-4734,,40.739378,-73.975625,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
NYC/HHC Bellevue Hospital Center,partial hospital program,462 First Avenue,,New York,10016,212-562-8959,http://www.nychhc.org/bellevue,40.738619,-73.975273,,1,,1,1,1,,,,,,1,,,,1,,1,
NYC/HHC Harlem Hospital Center,CSS Program/Womens Pavillion Room 332,16 West 137th Street,Womens Pavilion 3rd Floor,New York,10037,212-939-3212,,40.814322,-73.937337,,,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,
NYC/HHC Queens Hospital Center,Chemical Dependency Program,82-68 164th Street,,Jamaica,11432,718-883-4170,,40.717145,-73.803488,,1,1,1,1,1,,,,1,,,1,1,1,1,,1,
NYC/HHC Queens Hospital Center,Queens Hospital Center Adult MH Clinic,82-68 164th Street,Pavilion 3rd Floor Suite 332,Jamaica,11432,718-883-2710,,40.717415,-73.804067,,1,1,1,1,1,,,,,,,1,1,1,,,,
NYC/HHC Woodhull Medical MH Ctr,,760 Broadway,,Brooklyn,11206,718-963-8337,,40.699474,-73.942794,,,1,1,1,1,1,,1,1,1,,1,1,1,1,1,1,
Narco Freedom Inc,Methadone Maintenance Trt Prog (MMTP),561 Court Street,,Brooklyn,11231,718-802-1111,http://www.narcofreedom.com,40.673364,-73.999954,,,,1,,,,,,,1,,1,1,1,,,,
Narco Freedom Inc/New Beginnings,Community Counseling Center,2780 3rd Avenue,,Bronx,10455,718-665-2456,http://narcofreedom.com,40.814915,-73.919385,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
Neighborhood Coalition for Shelter Inc,NCS Outpatient Services,921-923 Madison Avenue,Basement,New York,10021,917-677-0723,http://www.ncsinc.org,40.772546,-73.964467,1,,,1,,,,,,,,,1,1,1,1,,,
New Directions Alcohol and,Substance Abuse Treatment Program,500 Atlantic Avenue,,Brooklyn,11217,718-398-0800,http://www.newdirectionsbrooklyn.com,40.681376,-73.975718,,,1,1,,1,,,,,1,1,1,1,1,,,,
New Horizon Counseling Center,,10819 Rockaway Boulevard,,South Ozone Park,11420,718-845-2620,,40.674538,-73.803285,,1,1,1,1,1,,,,,,1,1,1,1,,,,
New Horizon Counseling Center Inc,Central Avenue Clinic,1622 Central Avenue,,Far Rockaway,11691,718-327-9001,,40.604919,-73.75257,,1,1,1,,1,,,,1,1,1,1,1,1,1,,,
New Horizon Counseling Center Inc,NH Counseling/Far Rockaway Clinic,720 Beach 20th Street,Ground Floor,Far Rockaway,11691,718-327-7002,http://www.nhcc.us,40.5995,-73.75407,,1,1,1,1,1,,,,,,1,1,1,1,1,,,
New Spirit II Inc,Outpatient Chem Dep Program,16204 South Road,,Jamaica,11433,718-291-4844,http://www.jcapprograms.org,40.699237,-73.794123,1,,1,1,1,1,,,,,,,1,1,1,,,,
New York Center Addiction Treatment OP,,598 Broadway,2nd Floor,New York,10012,212-966-9537,http://www.nycats.net,40.725184,-73.996942,1,,,1,,1,,,,,1,,1,1,1,,,,
New York Center for Living Inc,Center for Living Spec OP Mobile,224-226 East 52nd Street,,New York,10022,212-712-8819,http://www.centerforliving.org,40.756422,-73.968828,,,,,1,1,,,,,,1,1,,,,,,
New York Center for Living Inc,OP Youth,226 East 52nd Street,,New York,10022,212-712-8800,http://www.centerforliving.org,40.756582,-73.968685,,,,,,1,,,,,,1,1,,,,,,
New York City Childrens Center,Day Treatment Center,1819 Bergen Street,,Brooklyn,11233,718-613-3100,http://omh.ny.gov,40.67489,-73.920695,,1,1,1,1,1,,,,,1,1,1,1,,,,,
New York Foundling Hospital,Mental Health Clinic,2090 Adam Clayton Powell Jr Boulevard,Suite 780,New York,10027,917-485-7280,http://www.nyfoundling.org,40.808758,-73.94891,,,,1,1,1,,,,,,1,1,1,1,,,,
